iter	Passed	Remaining
1688	7772	1431
1689	7776	1426
1690	7780	1421
1691	7785	1417
1692	7789	1412
1693	7795	1408
1694	7799	1403
1695	7804	1398
1696	7808	1394
1697	7812	1389
1698	7817	1384
1699	7821	1380
1700	7826	1375
1701	7830	1371
1702	7835	1366
1703	7840	1362
1704	7845	1357
1705	7850	1352
1706	7855	1348
1707	7859	1343
1708	7864	1339
1709	7869	1334
1710	7872	1329
1711	7877	1325
1712	7881	1320
1713	7886	1315
1714	7891	1311
1715	7895	1306
1716	7900	1302
1717	7905	1297
1718	7910	1293
1719	7914	1288
1720	7919	1283
1721	7923	1279
1722	7928	1274
1723	7933	1270
1724	7937	1265
1725	7942	1260
1726	7946	1256
1727	7951	1251
1728	7955	1247
1729	7959	1242
1730	7964	1237
1731	7969	1233
1732	7974	1228
1733	7978	1223
1734	7982	1219
1735	7987	1214
1736	7992	1210
1737	7996	1205
1738	8001	1200
1739	8006	1196
1740	8011	1191
1741	8015	1187
1742	8020	1182
1743	8025	1178
1744	8030	1173
1745	8034	1168
1746	8038	1164
1747	8043	1159
1748	8047	1154
1749	8052	1150
1750	8057	1145
1751	8061	1141
1752	8066	1136
1753	8071	1131
1754	8075	1127
1755	8080	1122
1756	8084	1118
1757	8088	1113
1758	8093	1108
1759	8097	1104
1760	8102	1099
1761	8106	1095
1762	8111	1090
1763	8116	1085
1764	8121	1081
1765	8125	1076
1766	8130	1072
1767	8134	1067
1768	8139	1062
1769	8143	1058
1770	8147	1053
1771	8152	1048
1772	8157	1044
1773	8161	1039
1774	8165	1035
1775	8169	1030
1776	8175	1025
1777	8180	1021
1778	8185	1016
1779	8190	1012
1780	8195	1007
1781	8199	1003
1782	8203	998
1783	8208	993
1784	8213	989
1785	8218	984
1786	8222	980
1787	8227	975
1788	8232	970
1789	8236	966
1790	8240	961
1791	8244	956
1792	8249	952
1793	8253	947
1794	8258	943
1795	8263	938
1796	8267	933
1797	8271	929
1798	8276	924
1799	8282	920
1800	8286	915
1801	8291	911
1802	8296	906
1803	8301	901
1804	8305	897
1805	8309	892
1806	8314	888
1807	8319	883
1808	8324	878
1809	8329	874
1810	8334	869
1811	8338	865
1812	8343	860
1813	8347	855
1814	8352	851
1815	8356	846
1816	8361	842
1817	8366	837
1818	8370	832
1819	8375	828
1820	8380	823
1821	8384	819
1822	8388	814
1823	8393	809
1824	8398	805
1825	8402	800
1826	8407	796
1827	8411	791
1828	8416	786
1829	8420	782
1830	8425	777
1831	8430	773
1832	8434	768
1833	8439	763
1834	8443	759
1835	8448	754
1836	8453	750
1837	8457	745
1838	8461	740
1839	8466	736
1840	8471	731
1841	8475	727
1842	8480	722
1843	8484	717
1844	8489	713
1845	8494	708
1846	8498	704
1847	8503	699
1848	8507	694
1849	8512	690
1850	8516	685
1851	8521	680
1852	8526	676
1853	8531	671
1854	8535	667
1855	8540	662
1856	8545	658
1857	8550	653
1858	8554	648
1859	8559	644
1860	8564	639
1861	8569	635
1862	8573	630
1863	8578	625
1864	8582	621
1865	8587	616
1866	8591	612
1867	8596	607
1868	8601	602
1869	8606	598
1870	8610	593
1871	8615	589
1872	8620	584
1873	8624	579
1874	8629	575
1875	8633	570
1876	8638	566
1877	8643	561
1878	8648	556
1879	8652	552
1880	8657	547
1881	8662	543
1882	8667	538
1883	8671	533
1884	8676	529
1885	8681	524
1886	8685	520
1887	8689	515
1888	8694	510
1889	8699	506
1890	8704	501
1891	8708	497
1892	8712	492
1893	8717	487
1894	8722	483
1895	8727	478
1896	8732	474
1897	8737	469
1898	8742	464
1899	8746	460
1900	8752	455
1901	8756	451
1902	8761	446
1903	8766	442
1904	8772	437
1905	8777	432
1906	8781	428
1907	8786	423
1908	8791	419
1909	8794	414
1910	8799	409
1911	8804	405
1912	8809	400
1913	8813	396
1914	8818	391
1915	8823	386
1916	8828	382
1917	8832	377
1918	8837	373
1919	8842	368
1920	8846	363
1921	8850	359
1922	8855	354
1923	8860	349
1924	8865	345
1925	8870	340
1926	8875	336
1927	8879	331
1928	8884	327
1929	8888	322
1930	8893	317
1931	8898	313
1932	8903	308
1933	8907	303
1934	8912	299
1935	8916	294
1936	8920	290
1937	8925	285
1938	8930	280
1939	8935	276
1940	8939	271
1941	8943	267
1942	8948	262
1943	8952	257
1944	8957	253
1945	8963	248
1946	8967	244
1947	8972	239
1948	8977	234
1949	8982	230
1950	8987	225
1951	8992	221
1952	8997	216
1953	9002	211
1954	9006	207
1955	9011	202
1956	9015	198
1957	9020	193
1958	9025	188
1959	9030	184
1960	9034	179
1961	9039	175
1962	9043	170
1963	9047	165
1964	9051	161
1965	9055	156
1966	9060	152
1967	9065	147
1968	9070	142
1969	9074	138
1970	9079	133
1971	9084	128
1972	9089	124
1973	9094	119
1974	9099	115
1975	9104	110
1976	9108	105
1977	9113	101
1978	9117	96
1979	9122	92
1980	9127	87
1981	9131	82
1982	9135	78
1983	9140	73
1984	9145	69
1985	9149	64
1986	9154	59
1987	9159	55
1988	9163	50
1989	9168	46
1990	9173	41
1991	9177	36
1992	9182	32
1993	9187	27
1994	9192	23
1995	9196	18
1996	9200	13
1997	9205	9
1998	9210	4
1999	9215	0
