iter	Passed	Remaining
664	3078	6181
665	3086	6181
666	3092	6180
667	3096	6175
668	3101	6170
669	3105	6164
670	3111	6162
671	3114	6154
672	3119	6150
673	3124	6146
674	3129	6142
675	3134	6139
676	3139	6135
677	3143	6130
678	3147	6123
679	3151	6118
680	3156	6114
681	3161	6109
682	3166	6105
683	3171	6101
684	3175	6096
685	3180	6091
686	3183	6085
687	3191	6086
688	3196	6081
689	3200	6077
690	3205	6072
691	3210	6068
692	3215	6065
693	3220	6060
694	3226	6058
695	3231	6054
696	3236	6050
697	3241	6046
698	3245	6041
699	3250	6037
700	3255	6032
701	3260	6028
702	3265	6024
703	3269	6019
704	3274	6014
705	3278	6008
706	3282	6003
707	3287	5998
708	3291	5994
709	3296	5989
710	3301	5984
711	3305	5980
712	3310	5975
713	3316	5973
714	3321	5968
715	3325	5963
716	3330	5960
717	3335	5955
718	3340	5951
719	3344	5946
720	3349	5941
721	3354	5936
722	3359	5933
723	3363	5927
724	3367	5921
725	3372	5917
726	3376	5912
727	3381	5907
728	3385	5903
729	3391	5899
730	3395	5895
731	3399	5888
732	3403	5882
733	3408	5878
734	3412	5873
735	3416	5868
736	3421	5863
737	3425	5857
738	3429	5852
739	3434	5848
740	3439	5843
741	3443	5838
742	3447	5833
743	3452	5828
744	3456	5822
745	3460	5817
746	3465	5812
747	3470	5808
748	3474	5803
749	3479	5798
750	3483	5793
751	3488	5789
752	3492	5784
753	3496	5778
754	3501	5773
755	3505	5768
756	3509	5763
757	3514	5758
758	3519	5754
759	3523	5748
760	3527	5743
761	3531	5737
762	3536	5733
763	3540	5727
764	3544	5721
765	3548	5716
766	3552	5711
767	3557	5706
768	3562	5702
769	3566	5697
770	3570	5691
771	3575	5687
772	3579	5681
773	3583	5676
774	3589	5673
775	3594	5669
776	3598	5664
777	3603	5660
778	3607	5655
779	3612	5650
780	3618	5647
781	3622	5642
782	3627	5638
783	3632	5633
784	3637	5629
785	3641	5623
786	3647	5621
787	3652	5617
788	3657	5613
789	3661	5608
790	3665	5602
791	3669	5597
792	3674	5592
793	3679	5588
794	3683	5583
795	3688	5578
796	3691	5572
797	3696	5567
798	3700	5562
799	3705	5557
800	3709	5552
801	3713	5547
802	3717	5542
803	3722	5537
804	3726	5531
805	3730	5526
806	3734	5520
807	3739	5516
808	3744	5511
809	3748	5506
810	3752	5501
811	3757	5497
812	3761	5492
813	3766	5487
814	3770	5482
815	3775	5477
816	3779	5472
817	3784	5467
818	3788	5463
819	3793	5458
820	3797	5453
821	3801	5448
822	3806	5444
823	3811	5439
824	3815	5434
825	3820	5429
826	3824	5425
827	3829	5420
828	3833	5415
829	3838	5410
830	3842	5405
831	3846	5400
832	3851	5395
833	3856	5391
834	3859	5384
835	3863	5379
836	3868	5375
837	3872	5369
838	3877	5364
839	3881	5360
840	3885	5355
841	3889	5349
842	3894	5344
843	3898	5339
844	3903	5335
845	3907	5330
846	3912	5325
847	3917	5321
848	3921	5316
849	3925	5311
850	3929	5305
851	3933	5300
852	3937	5295
853	3942	5290
854	3947	5285
855	3951	5280
856	3955	5274
857	3959	5270
858	3963	5265
859	3968	5260
860	3972	5255
861	3977	5251
862	3981	5245
863	3986	5240
864	3990	5236
865	3994	5230
866	3999	5226
867	4003	5220
868	4007	5215
869	4011	5210
870	4016	5206
871	4020	5200
872	4024	5195
873	4028	5189
874	4032	5184
875	4037	5180
876	4042	5176
877	4046	5170
878	4050	5165
879	4054	5159
880	4058	5154
881	4062	5149
882	4066	5144
883	4071	5139
884	4075	5135
885	4080	5130
886	4084	5125
887	4089	5120
888	4093	5116
889	4098	5111
890	4103	5107
891	4107	5102
892	4112	5097
893	4116	5092
894	4121	5088
895	4125	5083
896	4130	5078
897	4134	5073
898	4139	5069
899	4143	5064
900	4148	5059
901	4152	5055
902	4157	5050
903	4161	5045
904	4165	5040
905	4170	5036
906	4175	5031
907	4179	5026
908	4184	5021
909	4188	5016
910	4191	5010
911	4195	5005
912	4200	5000
913	4204	4996
914	4210	4992
915	4214	4987
916	4218	4981
917	4222	4976
918	4227	4972
919	4231	4967
920	4235	4962
921	4239	4957
922	4244	4952
923	4248	4947
924	4253	4942
925	4257	4938
926	4261	4933
927	4266	4928
928	4271	4924
929	4275	4918
930	4279	4914
931	4284	4909
932	4288	4904
933	4292	4899
934	4297	4895
935	4301	4889
936	4305	4884
937	4310	4880
938	4315	4875
939	4318	4870
940	4322	4864
941	4327	4860
942	4331	4855
943	4336	4850
944	4341	4846
945	4344	4840
946	4349	4835
947	4354	4832
948	4358	4827
949	4363	4822
950	4367	4818
951	4371	4812
952	4376	4807
953	4380	4803
954	4385	4798
955	4390	4794
956	4394	4789
957	4399	4785
958	4403	4780
959	4407	4775
960	4412	4770
961	4416	4765
962	4421	4760
963	4425	4755
964	4429	4751
965	4434	4746
966	4439	4742
967	4443	4736
968	4447	4732
969	4451	4727
970	4456	4722
971	4460	4717
972	4464	4712
973	4469	4707
974	4473	4703
975	4478	4698
976	4482	4694
977	4487	4689
978	4491	4684
979	4496	4679
980	4500	4675
981	4504	4669
982	4509	4665
983	4513	4660
984	4517	4655
985	4521	4649
986	4525	4644
987	4530	4640
988	4534	4635
989	4538	4629
990	4542	4624
991	4546	4619
992	4550	4615
993	4554	4609
994	4559	4605
995	4563	4600
996	4567	4594
997	4571	4590
998	4576	4585
999	4580	4580
1000	4585	4576
1001	4590	4571
1002	4594	4567
1003	4598	4561
1004	4603	4557
1005	4607	4552
1006	4611	4546
1007	4615	4542
1008	4619	4537
1009	4624	4532
1010	4627	4527
1011	4632	4522
1012	4637	4518
1013	4641	4513
1014	4645	4508
1015	4650	4504
1016	4654	4499
1017	4658	4494
1018	4663	4489
1019	4668	4485
1020	4673	4481
1021	4677	4476
1022	4682	4471
1023	4686	4466
1024	4690	4462
1025	4695	4457
1026	4699	4452
1027	4704	4447
1028	4708	4443
1029	4713	4438
1030	4718	4434
1031	4722	4429
1032	4726	4424
1033	4731	4420
1034	4736	4416
1035	4741	4411
1036	4745	4407
1037	4749	4401
1038	4754	4397
1039	4758	4392
1040	4763	4388
1041	4768	4384
1042	4775	4382
1043	4784	4381
1044	4796	4383
1045	4805	4383
1046	4810	4378
1047	4815	4374
1048	4821	4371
1049	4828	4368
1050	4835	4365
1051	4839	4361
1052	4843	4356
1053	4847	4350
1054	4850	4344
1055	4854	4339
1056	4858	4334
1057	4862	4329
1058	4867	4324
1059	4873	4322
1060	4878	4317
1061	4884	4314
1062	4889	4310
1063	4895	4306
1064	4901	4303
1065	4914	4305
1066	4919	4301
1067	4923	4296
1068	4929	4293
1069	4934	4288
1070	4938	4283
1071	4942	4278
1072	4947	4274
1073	4951	4269
1074	4956	4264
1075	4960	4260
1076	4965	4255
1077	4970	4250
1078	4974	4246
1079	4979	4241
1080	4983	4236
1081	4989	4232
1082	4994	4228
1083	4998	4224
1084	5003	4219
1085	5007	4214
1086	5011	4209
1087	5016	4204
1088	5021	4200
1089	5025	4195
1090	5030	4191
1091	5035	4186
1092	5039	4182
1093	5044	4177
1094	5048	4172
1095	5053	4168
1096	5057	4162
1097	5061	4157
1098	5065	4153
1099	5070	4148
1100	5074	4143
1101	5079	4139
1102	5083	4134
1103	5088	4129
1104	5092	4125
1105	5099	4122
1106	5105	4118
1107	5110	4113
1108	5115	4109
1109	5120	4105
1110	5125	4101
1111	5130	4097
1112	5136	4093
1113	5140	4088
1114	5143	4082
1115	5148	4078
1116	5154	4074
1117	5159	4070
1118	5164	4065
1119	5168	4061
1120	5173	4056
1121	5177	4051
1122	5181	4046
1123	5188	4043
1124	5191	4037
1125	5195	4032
1126	5200	4028
1127	5205	4023
1128	5210	4019
1129	5214	4014
1130	5218	4009
1131	5222	4004
1132	5226	3999
1133	5232	3995
1134	5236	3990
1135	5241	3986
1136	5246	3981
1137	5250	3977
1138	5255	3972
1139	5259	3967
1140	5264	3963
1141	5268	3958
1142	5272	3953
1143	5277	3948
1144	5281	3943
1145	5285	3939
1146	5290	3934
1147	5294	3929
1148	5299	3924
1149	5303	3919
1150	5308	3915
1151	5313	3911
1152	5317	3906
1153	5321	3901
1154	5325	3896
1155	5331	3892
1156	5335	3887
1157	5341	3883
1158	5345	3878
1159	5350	3874
1160	5355	3869
1161	5358	3864
1162	5363	3860
1163	5368	3855
1164	5372	3850
1165	5376	3845
1166	5380	3840
1167	5385	3835
1168	5389	3831
1169	5394	3826
1170	5399	3822
1171	5403	3817
1172	5408	3812
1173	5411	3807
1174	5416	3802
1175	5420	3798
1176	5425	3793
1177	5430	3789
1178	5433	3783
1179	5438	3779
1180	5442	3774
1181	5446	3769
1182	5451	3765
1183	5456	3760
1184	5459	3755
1185	5464	3750
1186	5469	3745
1187	5473	3741
1188	5477	3736
1189	5481	3731
1190	5486	3726
1191	5489	3721
1192	5494	3716
1193	5499	3712
1194	5503	3707
1195	5507	3702
1196	5511	3697
1197	5515	3692
1198	5519	3687
1199	5524	3682
1200	5528	3678
1201	5533	3673
1202	5537	3668
1203	5541	3663
1204	5546	3659
1205	5551	3654
1206	5555	3649
1207	5559	3645
1208	5564	3640
1209	5568	3635
1210	5572	3630
1211	5577	3626
1212	5582	3621
1213	5586	3617
1214	5591	3612
1215	5596	3608
1216	5599	3602
1217	5604	3598
1218	5609	3593
1219	5614	3589
1220	5618	3584
1221	5623	3580
1222	5627	3575
1223	5632	3570
1224	5636	3565
1225	5645	3564
1226	5649	3559
1227	5654	3555
1228	5658	3549
1229	5663	3545
1230	5668	3540
1231	5672	3536
1232	5677	3531
1233	5682	3527
1234	5686	3522
1235	5690	3517
1236	5694	3512
1237	5699	3508
1238	5704	3503
1239	5708	3498
1240	5713	3494
1241	5717	3489
1242	5722	3484
1243	5726	3480
1244	5731	3475
1245	5735	3471
1246	5740	3466
1247	5744	3461
1248	5748	3456
1249	5752	3451
1250	5757	3446
1251	5762	3442
1252	5767	3438
1253	5772	3434
1254	5777	3429
1255	5781	3424
1256	5785	3420
1257	5790	3415
1258	5794	3410
1259	5799	3405
1260	5804	3401
1261	5809	3397
1262	5813	3392
1263	5818	3388
1264	5823	3383
1265	5827	3378
1266	5831	3373
1267	5836	3369
1268	5839	3364
1269	5844	3359
1270	5849	3354
1271	5853	3350
1272	5858	3345
1273	5863	3341
1274	5867	3336
1275	5872	3331
1276	5876	3327
1277	5881	3322
1278	5886	3318
1279	5890	3313
1280	5895	3309
1281	5901	3305
1282	5906	3300
1283	5911	3296
1284	5915	3291
1285	5919	3286
1286	5923	3281
1287	5927	3276
1288	5932	3272
1289	5936	3267
1290	5940	3262
1291	5944	3257
1292	5949	3252
1293	5953	3248
1294	5958	3243
1295	5963	3239
1296	5967	3234
1297	5972	3230
1298	5977	3225
1299	5982	3221
1300	5987	3216
1301	5991	3212
1302	5996	3207
1303	6000	3202
1304	6005	3198
1305	6009	3193
1306	6013	3188
1307	6017	3183
1308	6021	3178
1309	6026	3174
1310	6030	3169
1311	6034	3164
1312	6039	3159
1313	6043	3155
1314	6047	3150
1315	6052	3145
1316	6056	3140
1317	6060	3136
1318	6065	3131
1319	6069	3126
1320	6074	3122
1321	6079	3117
1322	6084	3113
1323	6088	3108
1324	6092	3103
1325	6096	3098
1326	6100	3094
1327	6105	3089
1328	6110	3085
1329	6114	3080
1330	6118	3075
1331	6123	3070
1332	6127	3066
1333	6131	3061
1334	6135	3056
1335	6139	3051
1336	6143	3046
1337	6148	3041
1338	6152	3037
1339	6156	3032
1340	6161	3027
1341	6165	3023
1342	6170	3018
1343	6174	3013
1344	6179	3009
1345	6183	3004
1346	6188	2999
1347	6193	2995
1348	6197	2990
1349	6202	2986
1350	6207	2982
1351	6211	2977
1352	6216	2972
1353	6220	2967
1354	6224	2963
1355	6229	2958
1356	6234	2954
1357	6239	2949
1358	6243	2945
1359	6248	2940
1360	6253	2936
1361	6258	2931
1362	6263	2927
1363	6267	2922
1364	6272	2918
1365	6277	2913
1366	6282	2909
1367	6286	2904
1368	6291	2899
1369	6295	2895
1370	6299	2890
1371	6304	2885
1372	6309	2881
1373	6314	2876
1374	6318	2872
1375	6322	2867
1376	6327	2862
1377	6331	2857
1378	6336	2853
1379	6340	2848
1380	6345	2844
1381	6349	2839
1382	6354	2834
1383	6358	2830
1384	6363	2825
1385	6368	2821
1386	6372	2816
1387	6377	2811
1388	6381	2807
1389	6386	2802
1390	6390	2798
1391	6395	2793
1392	6399	2788
1393	6404	2784
1394	6409	2779
1395	6414	2775
1396	6418	2770
1397	6423	2766
1398	6428	2761
1399	6432	2756
1400	6438	2752
1401	6442	2748
1402	6447	2743
1403	6452	2738
1404	6456	2734
1405	6460	2729
1406	6464	2724
1407	6469	2719
1408	6474	2715
1409	6478	2710
1410	6483	2706
1411	6487	2701
1412	6492	2697
1413	6497	2692
1414	6502	2688
1415	6506	2683
1416	6511	2678
1417	6516	2674
1418	6521	2670
1419	6525	2665
1420	6530	2660
1421	6535	2656
1422	6539	2651
1423	6544	2647
1424	6549	2642
1425	6554	2638
1426	6558	2633
1427	6563	2629
1428	6567	2624
1429	6572	2619
1430	6577	2615
1431	6582	2610
1432	6587	2606
1433	6592	2602
1434	6597	2597
1435	6601	2592
1436	6606	2588
1437	6611	2583
1438	6616	2579
1439	6621	2574
1440	6626	2570
1441	6630	2565
1442	6635	2561
1443	6639	2556
1444	6644	2551
1445	6647	2546
1446	6652	2542
1447	6657	2537
1448	6661	2533
1449	6666	2528
1450	6671	2524
1451	6676	2519
1452	6680	2514
1453	6685	2510
1454	6689	2505
1455	6694	2501
1456	6698	2496
1457	6703	2492
1458	6708	2487
1459	6713	2483
1460	6718	2478
1461	6722	2473
1462	6727	2469
1463	6732	2464
1464	6736	2460
1465	6741	2455
1466	6746	2451
1467	6750	2446
1468	6755	2441
1469	6760	2437
1470	6764	2432
1471	6769	2428
1472	6774	2423
1473	6779	2419
1474	6784	2414
1475	6789	2410
1476	6793	2405
1477	6798	2401
1478	6802	2396
1479	6807	2391
1480	6811	2386
1481	6816	2382
1482	6820	2377
1483	6825	2373
1484	6829	2368
1485	6834	2364
1486	6839	2359
1487	6843	2354
1488	6848	2350
1489	6853	2345
1490	6857	2341
1491	6862	2336
1492	6867	2332
1493	6871	2327
1494	6876	2322
1495	6881	2318
1496	6885	2313
1497	6890	2309
1498	6895	2304
1499	6900	2300
1500	6905	2295
1501	6910	2291
1502	6914	2286
1503	6919	2281
1504	6923	2277
1505	6928	2272
1506	6933	2268
1507	6938	2263
1508	6943	2259
1509	6948	2254
1510	6953	2250
1511	6958	2245
1512	6963	2241
1513	6967	2236
1514	6972	2232
1515	6977	2227
1516	6982	2223
1517	6986	2218
1518	6992	2214
1519	6997	2209
1520	7002	2205
1521	7007	2200
1522	7012	2196
1523	7016	2191
1524	7020	2186
1525	7025	2182
1526	7029	2177
1527	7033	2172
1528	7038	2168
1529	7043	2163
1530	7047	2158
1531	7051	2154
1532	7056	2149
1533	7060	2144
1534	7065	2140
1535	7069	2135
1536	7074	2131
1537	7078	2126
1538	7083	2121
1539	7087	2117
1540	7092	2112
1541	7096	2107
1542	7100	2103
1543	7105	2098
1544	7109	2093
1545	7114	2089
1546	7118	2084
1547	7123	2079
1548	7127	2075
1549	7132	2070
1550	7136	2066
1551	7141	2061
1552	7146	2056
1553	7151	2052
1554	7155	2047
1555	7160	2043
1556	7165	2038
1557	7170	2034
1558	7174	2029
1559	7179	2024
1560	7183	2020
1561	7188	2015
1562	7193	2011
1563	7197	2006
1564	7202	2001
1565	7206	1997
1566	7210	1992
1567	7214	1987
1568	7219	1983
1569	7223	1978
1570	7228	1973
1571	7233	1969
1572	7238	1964
1573	7242	1960
1574	7247	1955
1575	7250	1950
1576	7255	1946
1577	7259	1941
1578	7263	1936
1579	7267	1931
1580	7272	1927
1581	7277	1922
1582	7282	1918
1583	7286	1913
1584	7291	1909
1585	7296	1904
1586	7301	1900
1587	7306	1895
1588	7311	1891
1589	7316	1886
1590	7320	1881
1591	7325	1877
1592	7330	1872
1593	7335	1868
1594	7339	1863
1595	7344	1859
1596	7348	1854
1597	7353	1849
1598	7358	1845
1599	7362	1840
1600	7367	1836
1601	7371	1831
1602	7376	1826
1603	7380	1822
1604	7385	1817
1605	7389	1812
1606	7394	1808
1607	7399	1803
1608	7404	1799
1609	7408	1794
1610	7413	1790
1611	7418	1785
1612	7423	1781
1613	7428	1776
1614	7432	1771
1615	7437	1767
1616	7441	1762
1617	7446	1758
1618	7451	1753
1619	7455	1748
1620	7459	1744
1621	7463	1739
1622	7468	1734
1623	7472	1730
1624	7477	1725
1625	7481	1720
1626	7485	1716
1627	7490	1711
1628	7494	1706
1629	7498	1702
1630	7503	1697
1631	7507	1692
1632	7512	1688
1633	7517	1683
1634	7522	1679
1635	7528	1674
1636	7532	1670
1637	7537	1665
1638	7541	1661
1639	7546	1656
1640	7550	1651
1641	7555	1647
1642	7560	1642
1643	7564	1638
1644	7568	1633
1645	7573	1628
1646	7578	1624
1647	7583	1619
1648	7588	1615
1649	7592	1610
1650	7597	1606
1651	7602	1601
1652	7606	1596
1653	7611	1592
1654	7615	1587
1655	7620	1583
1656	7625	1578
1657	7630	1573
1658	7634	1569
1659	7639	1564
1660	7644	1560
1661	7649	1555
1662	7653	1550
1663	7657	1546
1664	7662	1541
1665	7666	1537
1666	7671	1532
1667	7675	1527
1668	7680	1523
1669	7685	1518
1670	7690	1514
1671	7695	1509
1672	7699	1504
1673	7704	1500
1674	7708	1495
1675	7713	1491
1676	7717	1486
1677	7722	1481
1678	7726	1477
1679	7731	1472
1680	7736	1468
1681	7740	1463
1682	7745	1458
1683	7749	1454
1684	7754	1449
1685	7759	1445
1686	7763	1440
1687	7767	1435
