iter	Logloss
632	0.3312452433
633	0.3312253488
634	0.3312116529
635	0.3312019068
636	0.3311925282
637	0.3311808196
638	0.3311671524
639	0.331155771
640	0.3311440161
641	0.3311293285
642	0.3311137036
643	0.3311005961
644	0.3310888571
645	0.3310764061
646	0.3310629928
647	0.331053362
648	0.3310440912
649	0.3310230318
650	0.3309977175
651	0.3309799264
652	0.3309653242
653	0.3309628733
654	0.3309500309
655	0.3309388879
656	0.330931256
657	0.3309226028
658	0.3309193033
659	0.3309080232
660	0.3308989049
661	0.3308872275
662	0.3308725769
663	0.3308549739
664	0.3308388749
665	0.3308237649
666	0.3308085613
667	0.3308005097
668	0.330794427
669	0.3307861745
670	0.3307785194
671	0.3307611669
672	0.3307539181
673	0.3307404252
674	0.3307284126
675	0.3307163373
676	0.3307045863
677	0.3306906302
678	0.3306787363
679	0.3306674488
680	0.3306598911
681	0.3306477388
682	0.3306428473
683	0.3306269531
684	0.3306084889
685	0.3306001517
686	0.3305847913
687	0.3305626029
688	0.3305521942
689	0.3305366667
690	0.3305183333
691	0.3305108775
692	0.3304909938
693	0.3304750753
694	0.3304579714
695	0.3304463221
696	0.3304304285
697	0.3304203776
698	0.3304082903
699	0.3303965239
700	0.3303839768
701	0.3303738692
702	0.3303610125
703	0.3303462721
704	0.3303312517
705	0.3303201912
706	0.3303050863
707	0.3302896394
708	0.3302782045
709	0.3302669462
710	0.3302645139
711	0.3302536472
712	0.3302364182
713	0.3302278365
714	0.3302145493
715	0.3302000211
716	0.3301913325
717	0.3301783903
718	0.3301572416
719	0.3301451598
720	0.3301313482
721	0.3301207015
722	0.3301060144
723	0.3300893211
724	0.3300783166
725	0.3300624759
726	0.3300544469
727	0.3300405096
728	0.3300296491
729	0.3300153365
730	0.3300091815
731	0.3300046532
732	0.3299841489
733	0.3299721399
734	0.3299485861
735	0.3299458971
736	0.3299268614
737	0.3299116619
738	0.3299002552
739	0.3298860209
740	0.3298749998
741	0.3298608411
742	0.3298440466
743	0.3298334575
744	0.3298178439
745	0.32981165
746	0.3298081948
747	0.3297988752
748	0.3297837917
749	0.3297689936
750	0.3297522096
751	0.329739049
752	0.3297254109
753	0.3297047998
754	0.329689088
755	0.3296785708
756	0.3296699396
757	0.3296555365
758	0.3296447696
759	0.3296295691
760	0.3296182452
761	0.3296083976
762	0.3295967985
763	0.3295857708
764	0.3295705879
765	0.3295608998
766	0.3295492693
767	0.3295443807
768	0.3295344946
769	0.3295206014
770	0.3295112144
771	0.3295055542
772	0.3295010884
773	0.3294870288
774	0.3294652151
775	0.3294565206
776	0.3294371206
777	0.3294272625
778	0.3294129475
779	0.3293931466
780	0.329379213
781	0.3293699513
782	0.3293560242
783	0.3293441661
784	0.3293340593
785	0.3293207193
786	0.3293070609
787	0.3292939996
788	0.3292860439
789	0.3292724719
790	0.3292617964
791	0.3292507429
792	0.3292410676
793	0.3292263492
794	0.329219501
795	0.3292174411
796	0.3292050249
797	0.3291917388
798	0.3291802832
799	0.3291696758
800	0.3291601186
801	0.3291492735
802	0.3291422278
803	0.3291321845
804	0.3291248009
805	0.3291125916
806	0.3290982973
807	0.3290864607
808	0.3290760546
809	0.3290654798
810	0.3290572778
811	0.3290471588
812	0.3290288462
813	0.3290189502
814	0.329006089
815	0.3289969158
816	0.3289821111
817	0.3289797529
818	0.3289671749
819	0.3289543167
820	0.3289433306
821	0.3289337635
822	0.3289238214
823	0.3289206014
824	0.3289013522
825	0.3288946547
826	0.3288865148
827	0.3288738831
828	0.3288675969
829	0.328858457
830	0.3288442276
831	0.3288303407
832	0.3288161875
833	0.3288073186
834	0.3287837973
835	0.3287766852
836	0.3287692091
837	0.3287478972
838	0.3287381511
839	0.3287265794
840	0.3287109777
841	0.3286999573
842	0.3286851372
843	0.3286793117
844	0.3286717136
845	0.3286550802
846	0.3286413034
847	0.3286342875
848	0.3286214823
849	0.3286136343
850	0.3285957483
851	0.3285878082
852	0.3285786411
853	0.3285624592
854	0.3285497095
855	0.3285333828
856	0.328522984
857	0.3285130269
858	0.3285035039
859	0.3284942669
860	0.3284853569
861	0.3284745337
862	0.3284636945
863	0.3284532768
864	0.3284412243
865	0.3284337882
866	0.3284230311
867	0.3284101673
868	0.3283976462
869	0.3283860317
870	0.3283719322
871	0.3283584406
872	0.3283542644
873	0.3283448648
874	0.3283338017
875	0.3283220654
876	0.3283048961
877	0.3282917323
878	0.32827901
879	0.3282656535
880	0.3282532678
881	0.3282356184
882	0.3282264154
883	0.3282149573
884	0.3282105682
885	0.3282029404
886	0.3281958347
887	0.3281866448
888	0.3281736711
889	0.3281600621
890	0.3281557331
891	0.3281435391
892	0.3281339259
893	0.3281246389
894	0.3281047535
895	0.3280887491
896	0.3280780235
897	0.3280757929
898	0.3280663118
899	0.3280546477
900	0.3280397898
901	0.3280264579
902	0.3280171413
903	0.3280058301
904	0.3280004536
905	0.3279879654
906	0.3279747759
907	0.3279607231
908	0.3279545068
909	0.3279426682
910	0.3279288138
911	0.3279160425
912	0.32791436
913	0.3279055263
914	0.3279007736
915	0.3278900802
916	0.3278711796
917	0.3278579636
918	0.3278488923
919	0.3278415458
920	0.327825375
921	0.3278129308
922	0.3278013658
923	0.3277941539
924	0.3277838678
925	0.3277662843
926	0.3277516001
927	0.3277405888
928	0.3277317035
929	0.3277191422
930	0.3277072714
931	0.3276989413
932	0.3276905033
933	0.3276868137
934	0.3276850662
935	0.327683053
936	0.3276763537
937	0.3276685478
938	0.3276554049
939	0.3276409753
940	0.3276324913
941	0.3276199979
942	0.3276085857
943	0.3275942352
944	0.3275831621
945	0.3275660231
946	0.327555007
947	0.3275450694
948	0.3275322311
949	0.3275185575
950	0.3275071271
951	0.3274923759
952	0.3274831078
953	0.3274711174
954	0.3274597223
955	0.3274492763
956	0.3274383301
957	0.3274187057
958	0.3274114199
959	0.3274005113
960	0.3273878429
961	0.3273748246
962	0.3273678241
963	0.327363331
964	0.3273486416
965	0.3273367047
966	0.3273243176
967	0.3273141942
968	0.3273056763
969	0.3272951091
970	0.327290908
971	0.3272800522
972	0.3272695819
973	0.3272603406
974	0.327248569
975	0.327236918
976	0.3272299191
977	0.3272222294
978	0.327204381
979	0.3271966238
980	0.3271871488
981	0.3271763445
982	0.3271657964
983	0.3271642793
984	0.3271522119
985	0.3271470927
986	0.3271396235
987	0.3271296607
988	0.3271187213
989	0.3271068838
990	0.3270985429
991	0.3270882722
992	0.3270759612
993	0.3270632366
994	0.327055613
995	0.327038014
996	0.3270342069
997	0.3270230382
998	0.3270165061
999	0.3270086145
1000	0.3269948721
1001	0.3269819532
1002	0.326972356
1003	0.3269675315
1004	0.3269577944
1005	0.3269448767
1006	0.326933606
1007	0.3269193488
1008	0.3269021098
1009	0.3268912783
1010	0.3268656901
1011	0.3268594604
1012	0.3268462496
1013	0.3268303723
1014	0.3268234246
1015	0.3268113293
1016	0.3268047063
1017	0.3267946359
1018	0.3267847085
1019	0.326781458
1020	0.3267710728
1021	0.3267567059
1022	0.3267477374
1023	0.3267399733
1024	0.3267346001
1025	0.3267235434
1026	0.3267120302
1027	0.3267029662
1028	0.3266892277
1029	0.3266734869
1030	0.3266686056
1031	0.3266587273
1032	0.3266516636
1033	0.3266444737
1034	0.3266360099
1035	0.3266244657
1036	0.3266110307
1037	0.3266010828
1038	0.3265970253
1039	0.326573049
1040	0.3265626676
1041	0.3265553217
1042	0.326546124
1043	0.3265348943
1044	0.3265249715
1045	0.3265143239
1046	0.326505814
1047	0.3264932995
1048	0.3264845968
1049	0.3264759503
1050	0.3264745655
1051	0.3264651829
1052	0.3264494579
1053	0.3264334007
1054	0.326418777
1055	0.3264108526
1056	0.3263976175
1057	0.3263898312
1058	0.3263781135
1059	0.3263732001
1060	0.3263597894
1061	0.3263433682
1062	0.3263300512
1063	0.3263183082
1064	0.3263151956
1065	0.3263071086
1066	0.326298131
1067	0.3262929752
1068	0.3262847574
1069	0.3262755048
1070	0.3262585149
1071	0.3262436522
1072	0.3262297269
1073	0.3262217998
1074	0.3262138972
1075	0.3262040282
1076	0.3261996708
1077	0.3261930242
1078	0.326184398
1079	0.3261733902
1080	0.3261703808
1081	0.3261596527
1082	0.3261532085
1083	0.3261430288
1084	0.3261380108
1085	0.3261262368
1086	0.3261176152
1087	0.3261079801
1088	0.3260993039
1089	0.3260916441
1090	0.3260760603
1091	0.3260662514
1092	0.3260483981
1093	0.3260459544
1094	0.3260367422
1095	0.3260250587
1096	0.3260124314
1097	0.3260023295
1098	0.3259875129
1099	0.3259757775
1100	0.3259693425
1101	0.3259624177
1102	0.3259540162
1103	0.3259426595
1104	0.325932961
1105	0.3259289769
1106	0.3259164867
1107	0.3259074332
1108	0.3258927202
1109	0.3258797864
1110	0.3258713625
1111	0.3258539019
1112	0.3258431234
1113	0.3258332922
1114	0.3258202273
1115	0.3258080084
1116	0.3257942126
1117	0.3257817309
1118	0.3257638896
1119	0.3257575828
1120	0.3257531032
1121	0.3257428822
1122	0.3257255271
1123	0.3257185371
1124	0.3257044528
1125	0.325697703
1126	0.3256834051
1127	0.3256669163
1128	0.3256572153
1129	0.325645374
1130	0.3256351689
1131	0.3256242404
1132	0.3256144006
1133	0.3256068909
1134	0.3255976314
1135	0.3255860197
1136	0.3255787033
1137	0.3255742693
1138	0.3255585648
1139	0.3255511926
1140	0.3255400128
1141	0.3255248641
1142	0.3255166793
1143	0.3255063219
1144	0.3255009382
1145	0.3254890629
1146	0.3254771434
1147	0.325469896
1148	0.3254630565
1149	0.3254593416
1150	0.3254512338
1151	0.3254366836
1152	0.3254243342
1153	0.3254198535
1154	0.3254100392
1155	0.3253984475
1156	0.3253885405
1157	0.3253811327
1158	0.3253713569
1159	0.3253576379
1160	0.3253488321
1161	0.3253394303
1162	0.3253294008
1163	0.3253192518
1164	0.3253113264
1165	0.3253033923
1166	0.3252931456
1167	0.325284197
1168	0.3252727909
1169	0.325265132
1170	0.3252569787
1171	0.3252437733
1172	0.3252368064
1173	0.3252281598
1174	0.3252195705
1175	0.3252093918
1176	0.3251978495
1177	0.3251827866
1178	0.3251674525
1179	0.3251590196
1180	0.3251563295
1181	0.3251461185
1182	0.3251390369
1183	0.3251326455
1184	0.3251137811
1185	0.3251044417
1186	0.3250951862
1187	0.3250845887
1188	0.3250717167
1189	0.3250605791
1190	0.3250542174
1191	0.3250452648
1192	0.3250427322
1193	0.3250317277
1194	0.3250218516
1195	0.3250072761
1196	0.3249971784
1197	0.3249897874
1198	0.324975187
1199	0.3249655022
1200	0.3249564469
1201	0.3249521428
1202	0.3249433101
1203	0.324935485
1204	0.3249308567
1205	0.3249242843
1206	0.3249133397
1207	0.3249075206
1208	0.3248921094
1209	0.3248816985
1210	0.3248657122
1211	0.3248556205
1212	0.3248448122
1213	0.3248344022
1214	0.3248195985
1215	0.3248127184
1216	0.3248026094
1217	0.324796727
1218	0.3247886087
1219	0.3247795203
1220	0.3247711506
1221	0.32476683
1222	0.3247571499
1223	0.3247476035
1224	0.3247401264
1225	0.324726501
1226	0.324717148
1227	0.3247086624
1228	0.3247000226
1229	0.3246916018
1230	0.3246841165
1231	0.3246723872
1232	0.3246647682
1233	0.3246544241
1234	0.3246445288
1235	0.3246367792
1236	0.3246224002
1237	0.3246100147
1238	0.3246021082
1239	0.3245948104
1240	0.3245820197
1241	0.3245764669
1242	0.3245688081
1243	0.324558769
1244	0.3245522297
1245	0.324541716
1246	0.3245316
1247	0.3245253192
1248	0.3245124029
1249	0.3245017639
1250	0.3244933156
1251	0.3244770866
1252	0.3244607409
1253	0.3244490068
1254	0.3244383067
1255	0.3244341503
1256	0.3244250081
1257	0.3244128979
1258	0.3244028921
1259	0.3243925068
1260	0.3243745626
1261	0.3243718741
1262	0.3243571399
1263	0.3243462731
1264	0.3243418269
1265	0.3243207003
1266	0.3243070199
1267	0.3242961602
1268	0.3242809071
1269	0.3242670067
1270	0.3242551671
1271	0.3242461869
1272	0.3242333315
1273	0.3242194609
1274	0.3242138241
1275	0.3242036003
1276	0.3241925376
1277	0.3241819696
1278	0.3241734503
1279	0.3241665933
1280	0.3241632371
1281	0.3241591233
1282	0.3241500074
1283	0.3241381391
1284	0.3241299725
1285	0.3241231908
1286	0.3241100351
1287	0.3241000925
1288	0.3240971564
1289	0.3240853625
1290	0.3240752381
1291	0.3240625677
1292	0.3240538204
1293	0.3240471126
1294	0.3240404869
1295	0.3240310995
1296	0.3240239042
1297	0.3240136139
1298	0.3240065575
1299	0.3239974072
1300	0.3239843671
1301	0.3239690939
1302	0.3239599575
1303	0.3239534468
1304	0.3239427542
1305	0.3239390459
1306	0.3239195245
1307	0.3239084851
1308	0.3238996922
1309	0.3238832628
1310	0.3238676895
1311	0.3238520317
1312	0.3238376357
1313	0.3238348771
1314	0.3238215685
1315	0.3238153954
1316	0.3238033432
1317	0.323793668
1318	0.3237915558
1319	0.3237807745
1320	0.3237712854
1321	0.3237596305
1322	0.3237465788
1323	0.3237328474
1324	0.3237223888
1325	0.3237040702
1326	0.3236938899
1327	0.3236855212
1328	0.3236774352
1329	0.3236685925
1330	0.3236574596
1331	0.3236504693
1332	0.323643389
1333	0.3236331568
1334	0.3236219458
1335	0.3236123799
1336	0.3235946048
1337	0.3235861382
1338	0.3235780427
1339	0.3235634378
1340	0.3235548744
1341	0.3235484179
1342	0.3235423406
1343	0.3235396289
1344	0.3235305258
1345	0.3235233785
1346	0.3235189496
1347	0.3235151514
1348	0.3235043675
1349	0.3234981809
1350	0.3234900695
1351	0.3234814195
1352	0.3234660595
1353	0.3234602809
1354	0.3234578131
1355	0.3234453036
1356	0.3234383638
1357	0.3234279077
1358	0.3234140755
1359	0.3234029427
1360	0.3233941146
1361	0.3233839148
1362	0.3233738354
1363	0.323369257
1364	0.3233605132
1365	0.3233506107
1366	0.3233411713
1367	0.3233375706
1368	0.3233274708
1369	0.3233162756
1370	0.3233152402
1371	0.3233090371
1372	0.3233034977
1373	0.3232975245
1374	0.3232895613
1375	0.3232637834
1376	0.3232521938
1377	0.3232403463
1378	0.3232299324
1379	0.3232180812
1380	0.3232084723
1381	0.3231972783
1382	0.3231911723
1383	0.3231817147
1384	0.3231711743
1385	0.3231640659
1386	0.3231613623
1387	0.323143207
1388	0.3231312457
1389	0.3231299176
1390	0.3231200005
1391	0.3231032906
1392	0.3230947888
1393	0.3230859291
1394	0.3230764487
1395	0.3230666776
1396	0.3230556848
1397	0.3230471654
1398	0.3230368044
1399	0.323028433
1400	0.323022043
1401	0.323008703
1402	0.3229993573
1403	0.3229902526
1404	0.3229803343
1405	0.3229703579
1406	0.3229602876
1407	0.3229499177
1408	0.3229403735
1409	0.322926378
1410	0.3229175468
1411	0.3229056496
1412	0.3228998709
1413	0.3228857324
1414	0.3228749261
1415	0.3228631725
1416	0.32285451
1417	0.3228442904
1418	0.3228348135
1419	0.3228256733
1420	0.32282026
1421	0.3228063438
1422	0.3227939186
1423	0.3227854741
1424	0.3227768699
1425	0.3227651152
1426	0.3227588578
1427	0.3227538952
1428	0.3227456778
1429	0.3227348536
1430	0.3227247094
1431	0.322718455
1432	0.3227146197
1433	0.3227087328
1434	0.3226988739
1435	0.3226906242
1436	0.3226764222
1437	0.3226711924
1438	0.3226683738
1439	0.3226594503
1440	0.322648217
1441	0.3226404385
1442	0.3226304397
1443	0.3226277163
1444	0.3226195455
1445	0.3226070449
1446	0.3226002588
1447	0.3225930929
1448	0.3225865447
1449	0.3225800116
1450	0.3225744182
1451	0.3225668262
1452	0.3225565987
1453	0.3225443257
1454	0.3225312907
1455	0.3225240739
1456	0.3225193563
1457	0.3225083289
1458	0.3224991443
1459	0.3224906698
1460	0.3224825658
1461	0.3224779417
1462	0.3224670754
1463	0.3224591429
1464	0.3224521282
1465	0.3224501432
1466	0.3224396998
1467	0.3224263895
1468	0.3224164267
1469	0.3224105717
1470	0.3224065231
1471	0.3223958969
1472	0.3223913603
1473	0.3223791565
1474	0.3223713033
1475	0.3223655512
1476	0.3223572938
1477	0.3223551061
1478	0.3223455002
1479	0.3223354621
1480	0.3223273058
1481	0.3223255714
1482	0.3223220368
1483	0.3223211203
1484	0.3223120469
1485	0.3223040272
1486	0.3223011066
1487	0.3222972108
1488	0.3222876922
1489	0.3222786569
1490	0.3222699917
1491	0.3222592312
1492	0.3222575183
1493	0.3222504514
1494	0.3222399817
1495	0.3222288695
1496	0.3222200379
1497	0.3222080031
1498	0.3222007651
1499	0.3221934922
1500	0.3221837088
1501	0.322175034
1502	0.3221600449
1503	0.322158926
1504	0.3221512822
1505	0.322139617
1506	0.3221342096
1507	0.3221269429
1508	0.3221213767
1509	0.3221160686
1510	0.3221069111
